Alert_Time	Token	Adress	Market_Cap	Token_Price	Mint_Authority	LP_burned	Trending	Lord_Impact	Lord_Ratio	TwentyFourHoursVol	Lord_Score	Holders	Deployer	Deployer_Percent	Top_Holders	Liquidity_Pool_Balance	SOL_Supply
20/02 04:38:27 UTC	BONKFA	DoxsC4PpVHiUxCKYeKSkPXVVVSJYzidZZJxW4XCFF2t	$255,574	$0.000255	Disabled	100%	#11	20.8	1.6	$411,388 | 24623.00%	11.44	560	0.74 SOL	9.28%	49.39%	$24,926	110.4 / 5.1%
20/02 06:08:27 UTC	BONKFS	DzMGAb5T4K1vZjQT5UteCUP5xpjkdboAB1SWx8SBPpFt	$50,009	$0.0000500	Disabled	100%	#13	15.2	2.4	$117,301 | 3409.00%	2.82	483	39.85 SOL	0.00%	29.18%	$9,159	41.6 / 9.1%
20/02 06:32:39 UTC	AMC	A1UDepUZJ1i9qo2pqifu6duQ5nsZHrnAJBL8FuiPbKJz	$151,288	$0.000151	Disabled	N/A	#0	0	0.4	$57,498 | 17844.00%	4.90	366	8.82 SOL	0.00%	27.13%	$20,194	90.3 / 6.8%
20/02 07:10:15 UTC	Zoomer	9MBzpyMRkj2r5nTQZMMnxnCm5j1MAAFSYUtbSKjAF3WU	$34,931	$0.0000830	Disabled	N/A	#0	0	2.6	$92,300 | 397.00%	2.41	458	35.09 SOL	3.00%	22.99%	$11,492	52.0 / 16.4%
20/02 11:56:20 UTC	$DIB	EP2tCnbUqbUvtWxG3RURL1B7n8tpVeEKi1YhvaNBvscU	$55,433	$0.0000713	Disabled	100%	#11	15.6	2.6	$145,847 | 3931.00%	2.35	386	0.13 SOL	0.00%	37.11%	$14,844	67.2 / 13.4%
20/02 13:19:17 UTC	Farcaster	26vMU7BiKfiu9QoFHhXSqZwEfpQosuWi1TSam5aqr3mc	$26,465	$0.0000000629	Disabled	100%🔥	#0	0	2.2	$57,468 | 910.00%	1.20	335	0.26 SOL	0.00%	34.46%	$9,456	42.4 / 18.2%
20/02 15:48:14 UTC	Marvel	EbMT2hbM2caCPi9DcJWmspVmCPAAvcc4yCxZXpnVV7eg	$121,943	$0.000122	Disabled	100%	#5	34.8	5.5	$666,215 | 9693.00%	2.20	858	0.00 SOL	0.00%	26.62%	$14,583	65.6 / 6.3%
20/02 17:59:03 UTC	GUPE	EmR8932HjycA3ES37hRTtqQ1uUangJXidsdE9W9QDU9U	$133,061	$0.00133	Disabled	100%	#5	24	2.0	$265,863 | 8489.00%	2.41	379	4.63 SOL	4.00%	49.59%	$17,966	84.8 / 6.7%
20/02 21:43:39 UTC	mog on sol	3y4BQ9oqfwcJRrMnS2LK3SCY7YCZE3ji2PNrs89AQ7cs	$51,515	$0.00515	Disabled	100%	#5	21.2	2.7	$141,003 | 4000.00%	2.78	273	1.23 SOL	6.90%	29.75%	$14,024	64.9 / 13.6%
21/02 04:42:41 UTC	Sora	32ga4pCjWS5Z12FJYipJFCZvVPfDy2F7QAQGgdBTUFdJ	$54,944	$0.0000549	Disabled	100%🔥	#0	0	1.4	$74,688 | 4698.00%	1.45	268	5.64 SOL	0.00%	35.12%	Raydium SORA/SOL $13,883	65.1 / 12.7%
21/02 15:24:02 UTC	GameFork	EkDsNLLX2sGM6gkTXETMVxPK9gyvMknBf4rc6qMFRUWj	$458,273	$0.0000000458	Disabled	N/A	#0	0	0.8	$373,096 | 46.66%	14.59	711	148.14 SOL	1.70%	35.63%	$81,622	396.9 / 8.9%
21/02 19:12:53 UTC	PepeRun	7KkfxrcMCL3vqEWDjNMzbocxoxbSW6hSMG4i3ChWsBDX	$34,641	$0.0000823	Disabled	100%🔥	Not Trending	0	1.5	$51,585 | 3298.00%	2.82	312	2.18 SOL	2.38%	45.37%	$7,920	38.9 / 11.4%
22/02 12:14:18 UTC	Chest	5SCn8JfK2bPY88u42QHuUhTbTnEZSnCMPwUdidZPkCBC	$46,806	$4.680	Disabled	100%	#5	26.4	13.4	$627,413 | 8309.00%	23.03	635	0.37 SOL	0.00%	29.10%	$11,474	54.1 / 12.3%
22/02 12:53:15 UTC	Solchat	947tEoG318GUmyjVYhraNRvWpMX7fpBTDQFBoJvSkSG3	$2,362,761	$0.263	Disabled	100%🔥	#0	0	0.4	$963,428 | 62.14%	119.54	1513	3.51 SOL	0.01%	26.20%	$124,409	591.6 / 2.6%
22/02 21:08:51 UTC	BENITA	EqGwQPjfuWsCVRixaEn6DSbXPahotAbsenCfkX3he7Mf	$23,372	$0.000234	Disabled	N/A	#0	0	2.4	$56,329	17.82	214	0.56 SOL	0.00%	44.85%	$9,162	43.9 / 19.6%
22/02 21:03:51 UTC	$Catgirl	eUWW8ch84QnzmF1epPbJEmnDT4HJfELS8Bx6HCAGyCg	$42,809	$0.0000428	Disabled	100%	#6	22.8	3.4	$146,777 | 748.00%	3.26	365	0.49 SOL	0.00%	25.43%	$13,373	64.6 / 15.6%
22/02 22:33:26 UTC	GM	G98TrFc6TxECHnMFZhBpDM2UsKPP5iPhDL2eJvxEj5rf	$38,892	$0.0000389	Disabled	N/A	#0	0	2.7	$104,779 | 1221.00%	6.31	288	5.73 SOL	0.00%	52.03%	Raydium GM/SOL $8,169	39.6 / 10.5%
23/02 00:45:51 UTC	XMail	DBjUZk3xt51V7Ru6WGNAg26qw9rEDab9F6juTkh9abA4	$39,878	$0.0000399	Disabled	N/A	#0	0	0.4	$14,722 | 1956.00%	4.02	156	1.22 SOL	5.00%	42.75%	Raydium XMAIL/SOL $9,703	47.5 / 12.1%
23/02 02:41:16 UTC	GTROK	4YZzpgmjkQpGepZkUMC5NSu1oEr2Pvowzg8ccUEuv6p5	$293,852	$0.000294	Disabled	N/A	#8	20.4	2.4	$700,023	3.84	588	1.22 SOL	5.00%	42.27%	$28,170	139.2 / 4.8%
23/02 12:12:26 UTC	PAPOCOIN	2adFTbyzVwMwPtgV68DUnrfdwB6tTAJiiVxJ6D8nwiEG	$664,958	$0.00000000172	Disabled	100%🔥	Not Trending	0	1.4	$949,581 | -23.32%	5.17	4120	0.08 SOL	0.00%	19.65%	$164,524	806.2 / 12.4%
23/02 15:50:04 UTC	NINJA	2xP43MawHfU7pwPUmvkc6AUWg4GX8xPQLTGMkSZfCEJT	$341,919	$0.000342	Disabled	100%🔥	Not Trending	0	10.8	$3,692,686 | 15413.00%	30.33	1305	0.80 SOL	0.00%	37.76%	$40,694	202.9 / 5.9%
23/02 16:03:04 UTC	$McDOG	Gwv2hnjxwTCqpVP5YYrEvemyhnFDkfTLBXynwuW8MKDM	$142,148	$0.00142	Disabled	N/A	#2	25.6	1.9	$277,703 | 9243.00%	6.71	460	1.62 SOL	0.00%	28.56%	$26,791	133.1 / 9.4%
23/02 17:42:39 UTC	SI	Fxgdfsy1Z5Mvh53o69s2Ev6TGxtAJ1RQ5RJ5moCpKmQZ	$355,490	$0.000356	Disabled	N/A	Not Trending	0	0.2	$67,628 | -51.28%	1.73	2506	0.26 SOL	0.00%	47.35%	Raydium SI/SOL $36,038	178.2 / 5.1%
23/02 21:58:35 UTC	Mullet Money Mission	CFAW74mthNME6ouRhR9YTWUATjcf9Sfgn8YNBWyABRdV	$65,179	$0.0000652	Disabled	100%🔥	#0	0	3.2	$210,547 | 3353.00%	8.61	214	60.06 SOL	2.00%	42.13%	$12,369	61.4 / 9.5%
23/02 22:51:35 UTC	BLOB FISH	5LpRwgPwrNePQgZ9Qy6nSbFQP6iomCXbqmA1kSTWfmby	$117,344	$0.000117	Disabled	N/A	Not Trending	0	2.0	$234,019 | 10713.00%	3.42	371	5.45 SOL	0.00%	21.56%	$19,910	99.3 / 8.5%
24/02 04:16:28 UTC	AANON	Dfo5ZXbdhRD6EoNxyM6txerVwoZx3zpnyE2DFEPxhgrd	$129,280	$0.000129	Disabled	100%🔥	Not Trending	0	6.0	$773,724 | 6572.00%	6.95	431	0.32 SOL	0.00%	37.32%	Raydium AANON/SOL $24,280	108.4 / 10.3%
24/02 07:47:03 UTC	TITCOIN	EpYF3dYHfhAmr1LVJQ67LpKpZKGbd5uxR4VyCByE8V4M	$24,929	$0.00000358	Disabled	100%🔥	#0	0	7.9	$196,898 | 3209.00%	59.72	278	16.74 SOL	0.00%	47.75%	$8,417	41.7 / 16.7%
24/02 12:00:47 UTC	FUNK	Dzv9bpRZ8qeWwmwBn2CJoA2qm6fbVFCx2pikkjWPC3jD	$220,787	$0.000221	Disabled	100%🔥	#0	0	2.7	$589,371 | -18.37%	4.16	315	3.00 SOL	0.00%	36.32%	$29,689	145.5 / 6.7%
24/02 15:32:47 UTC	PEPE	8jzRznet3cR3Y1KhciwUxKEqPku3BLcfiJLpVjMU3NF7	$238,550	$0.000238	Disabled	100%🔥	Not Trending	0	7.5	$1,787,933 | 38784.00%	12.16	884	6.20 SOL	0.00%	26.49%	Raydium PEPE/SOL $26,811	130.9 / 5.6%
24/02 15:46:05 UTC	Hoppy The Frog	ApSyQ4VtdrLXVm5GYBD9VZ8wmjtc7StJCP7oy9FzsNjP	$50,224	$0.000000119	Disabled	100%🔥	#0	0	8.4	$422,381 | 2524.00%	11.36	418	0.24 SOL	0.00%	30.46%	Raydium HOPPY/SOL $13,256	65.0 / 13.2%
25/02 12:16:03 UTC	Baby Pepe	7DsnqypN1a9X2BuLMzCor1rDoriG5HMM1vJEdmNVH6Mo	$126,120	$0.000126	Disabled	100%🔥	#3	26.4	8.5	$1,077,297 | 6711.00%	2.49	826	0.91 SOL	0.00%	29.01%	$20,538	99.8 / 8.2%
25/02 16:06:09 UTC	SafeSora	4KiW2K7yJ3Za8kd5N9jpFpC9cSajcqX4Z4htbZEhGSqm	$188,088	$0.000215	Disabled	100%	#14	22.8	3.2	$594,513 | 340.00%	12.61	618	147.01 SOL	0.00%	31.97%	$46,429	226.1 / 12.3%
25/02 17:58:28 UTC	Vine	6ufsVQ55oguZcvEKuiGwUr5p3K2p6GADnnEzaKgKGyrv	$46,706	$0.0000467	Disabled	100%	#12	45.2	49.7	$2,320,020 | 2287.00%	2.95	894	0.42 SOL	5.00%	35.26%	$12,586	61.1 / 13.5%
25/02 20:21:16 UTC	FTX2.0	4Ce9gsYH9qZHsJoHRoqBDGNE22HGutM3EPQi4iW7DtTD	$63,102	$0.0000710	Disabled	100%	#5	24.4	5.2	$330,966 | 8237.00%	4.70	292	7.03 SOL	0.00%	40.14%	$11,940	57.5 / 9.5%
26/02 00:09:52 UTC	$Anon	HjJoWkN5z6KME7iwKtmYsNVUyscKJ6jCEmf2eyLVoMWR	$20,635	$0.0000206	Disabled	100%🔥	#0	0	1.9	$38,796 | 2296.00%	2.75	206	0.37 SOL	5.00%	40.23%	$7,320	35.2 / 17.9%
26/02 02:10:39 UTC	SDM	ArXkGgKYBgeJtPifQk9n62HkqTvHveNqYXLrBVskZ1Px	$55,599	$0.0000556	Disabled	100%🔥	#0	0	4.3	$240,782 | 5616.00%	2.96	374	0.49 SOL	3.00%	45.92%	$10,067	46.4 / 9.5%
25/02 21:16:03 UTC	PEPE	9Fpip437sy8Lyo1Q8RuTcHJSSSdQ4jeppv1DQXfGfjS6	$64,253	$0.000153	Disabled	100%🔥	#0	0	8.8	$564,572 | 2842.00%	6.27	388	0.10 SOL	8.74%	54.43%	$13,477	65.0 / 10.5%
26/02 13:52:40 UTC	WSM	9MEfXvdMDQbRvdJkci2BexkdKgjZahLuHhnfmFEYwAyn	$183,363	$0.000183	Disabled	100%	#4	32.4	3.4	$627,568 | 8116.00%	0.47	630	1.53 SOL	0.00%	36.70%	$29,723	144.7 / 8.1%
26/02 17:44:29 UTC	Optimus AI	BQGzi25KJjUoepHwaANfVSWr1ZjfVp2qoZXE9zWbRA9X	$76,175	$0.000762	Disabled	100%	#18	35.6	3.9	$293,262 | 2779.00%	6.22	357	14.68 SOL	10.00%	46.52%	$25,217	112.2 / 17.1%
26/02 18:05:52 UTC	TRUMP	AwRErBEFGTnohzfLeRSBH9HddQEy2oeRxnWLrbvFFh95	$1,685,608	$0.0000359	Disabled	N/A	Not Trending	0	0.5	$852,613 | -29.83%	51.59	3817	0.11 SOL	0.00%	28.34%	$179,044	813.7 / 5.3%
26/02 18:22:16 UTC	Dust or Lambo	DrmcjZ2AWMyM1PVRMx6ifXmJX8jtKWrFTutEFZUQziGS	$67,797	$0.0000678	Disabled	N/A	#0	0	8.6	$583,303 | 4690.00%	9.06	273	2.17 SOL	0.00%	57.06%	$15,063	69.2 / 11.0%
26/02 17:20:51 UTC	BOFA	Gjoq9J49UAxfxsXHAHBM1DpJ1t6TK8dQ6NHHRoUJrQsK	$62,854	$0.0000628	Disabled	100%	#11	22.8	5.6	$351,250 | 4931.00%	2.43	392	0.55 SOL	0.00%	36.66%	$8,778	39.7 / 7.0%
26/02 18:34:27 UTC	Cats wif Trump	3v9641UP4bhAkcuQheWHGTe9r3BTBDgyuumwsD4ghiL9	$82,472	$0.000825	Disabled	100%🔥	#0	0	5.5	$457,818 | 11233.00%	23.03	299	2.53 SOL	2.00%	37.75%	$13,087	59.7 / 7.9%
27/02 01:39:52 UTC	ZeldaSanders360PolarBearElonRN	8CwLyDoVMWALMBpaFLB4v9QBzvDzGsysYTSe9BsTRPht	$71,319	$0.0000802	Disabled	100%🔥	Not Trending	0	1.3	$95,483 | 9343.00%	4.70	211	0.62 SOL	0.00%	40.48%	$13,680	61.2 / 9.6%
27/02 04:51:36 UTC	$WADDUP	7z5d8Je3JH5nENwgfDYt755hG3NGUnvgBgTBoka6nF2S	$76,932	$0.0000769	Disabled	100%	#2	38	13.0	$997,832 | 6576.00%	1.66	389	0.08 SOL	0.00%	37.66%	$17,347	79.2 / 11.2%
26/02 20:42:02 UTC	DATO	96SHWh8Y1AcPPT24Wbgin2GBLgzJJfMD7CHJ9CZn2AHJ	$83,584	$0.000836	Disabled	100%	#2	25.2	13.0	$1,088,650 | 4027.00%	11.58	432	0.43 SOL	0.00%	42.93%	$15,780	72.0 / 9.4%
27/02 10:58:16 UTC	$Dede	JCapvBTkAKJnZ8CUbosWVprSw5sJXrFfHCzLNyPMs3Wc	$54,754	$0.000789	Disabled	100%	#9	16.4	14.8	$810,847 | 5962.00%	10.64	746	18.77 SOL	0.00%	24.43%	$11,880	52.0 / 11.1%
27/02 13:16:27 UTC	PENKE	9nZQhsQ7Bymi4rEuResfSLcWc8KFRQUxGffkLDE7uVny	$71,235	$0.0000712	Disabled	N/A	#0	0	6.2	$442,449 | 3710.00%	2.94	460	0.55 SOL	0.00%	30.33%	$17,809	81.0 / 12.5%
27/02 14:57:04 UTC	SPX4200	syrhRtRbfthf9jMnju6msC6CgaA6fYH8QzfCDJP5zCa	$20,534	$0.0000489	Disabled	100%	#5	26.4	19.1	$392,752 | 2593.00%	7.62	419	0.62 SOL	0.00%	31.73%	$8,542	39.6 / 20.5%
27/02 15:02:02 UTC	$Joe	6r9hXbquG4Hi6AQnaBhGW5Yuarj9bNfLdCWsABEmkYKo	$26,911	$0.0000359	Disabled	100%	#7	26.8	17.4	$469,025 | 2716.00%	10.89	442	16.84 SOL	0.00%	41.74%	$9,047	42.0 / 12.6%
27/02 16:04:29 UTC	TrumpWifHat	5ddtw86NxrmEjajgDRimPEhh4Cyz2jadJ2q3eN7vLXkk	$151,214	$0.000151	Disabled	N/A	#5	21.6	7.3	$1,104,710 | 6270.00%	5.78	590	27.88 SOL	0.00%	37.18%	$28,251	131.3 / 9.3%
27/02 17:33:54 UTC	SOLSCAM EXPLORER	F6FCkaQpQux4eKkwk4BKrDfFQjA7U8adaxiNHDwBaBJ8	$155,282	$0.000155	Disabled	100%	#6	27.2	1.8	$279,203 | 17266.00%	0.56	373	1.11 SOL	0.00%	30.38%	$17,015	77.3 / 5.6%
27/02 18:01:17 UTC	MsPePe	HRXStoKHmYKAHSrVYA2nCVzt6UM4dx4cU6eKkwsWo35N	$69,412	$0.000000694	Disabled	100%	#18	8.4	5.9	$410,563 | 1165.00%	22.59	1582	280.19 SOL	1.93%	40.60%	$24,215	112.9 / 17.4%
27/02 18:51:16 UTC	KEK	DTLw9cNBepgtwgUmUiwhH6Ge3MD3T5ukF1XPe1DhUEn7	$74,521	$0.000745	Disabled	N/A	#0	0	3.7	$275,368	3.87	218	0.88 SOL	0.00%	51.83%	Raydium KEK/SOL $12,389	57.8 / 8.3%
27/02 19:23:17 UTC	HarryPotterTrumpSonic10Inu	EBAzjpCaNrRovc1ZoYhxY2fVHNgt2F2wk4wjDHJ9Kqb7	$158,326	$0.000158	Disabled	100%🔥	Not Trending	0	47.8	$7,560,838 | 395.00%	5.05	876	0.00 SOL	0.00%	39.69%	Raydium SOLANA/SOL $32,038	148.1 / 10.1%
27/02 20:44:51 UTC	SolVault	Hn9zCJVAACgjWGoVAKDf9isb32GduQMZLvCiwMrRhrt5	$342,470	$0.0342	Disabled	100%🔥	Not Trending	0	2.0	$678,686 | 18802.00%	6.35	585	7.09 SOL	0.00%	42.77%	$37,913	171.7 / 5.6%
27/02 22:14:34 UTC	SMUDGE69	8KPD7SLuLhHxji48ojRQV9rAre7VgXWMZputK8pSnN3v	$41,066	$0.0000589	Disabled	N/A	#6	23.6	2.5	$103,056	7.66	279	2.13 SOL	0.00%	43.42%	$10,687	48.4 / 13.2%
27/02 23:44:52 UTC	pepewifhat	32ZQ7U6eUUkriDj62252pw2ZAQaw8F7rU27BSYNf1mJE	$127,019	$0.000127	Disabled	100%	#6	33.2	2.1	$267,452 | 14176.00%	31.50	281	6.22 SOL	0.00%	59.50%	$14,148	65.6 / 5.6%
28/02 02:46:24 UTC	baby dogwifhat	FaAojzDPcA4FzgpSASuERKLzHMvcgMyELfJK363bgvEj	$25,477	$0.00255	Disabled	100%	#13	20	7.7	$195,977 | 2392.00%	59.86	291	5.24 SOL	0.00%	35.37%	$7,378	31.1 / 15.8%
28/02 04:06:40 UTC	Boba	GCYhY3C53feC1HC4R326fseb6iUJbqKgE4B53eV8cFHR	$160,145	$0.000160	Disabled	100%	#6	21.2	27.6	$4,424,257 | -58.44%	10.30	1279	1.41 SOL	0.00%	27.26%	$39,994	184.9 / 12.5%
28/02 10:05:41 UTC	$buyden	AgfSx2QWSmmN8hjqob3GxWTg6ZPDC4EmcoSmjacSCATG	$31,474	$0.0315	Disabled	100%🔥	#0	0	12.0	$377,995 | 2455.00%	5.24	231	1.20 SOL	0.00%	34.60%	$8,605	38.5 / 13.7%
28/02 12:13:05 UTC	$WIF2.0	FuEM28VQnpsga1nD9LY43hxuGYTwzCZbiLPqnrSpzRHC	$98,501	$0.00985	Disabled	100%	#13	35.2	5.4	$527,950 | 4974.00%	20.16	648	5.45 SOL	0.00%	30.93%	$15,034	65.2 / 7.9%
28/02 13:02:37 UTC	$triman	4JkGURCgzSS4VAQU1SkK14TknfGJqRSEg5TrfjcTdg7S	$29,249	$0.00000292	Disabled	100%	#5	18.8	9.0	$263,084 | 2450.00%	3.49	325	1.53 SOL	0.00%	34.14%	$9,526	43.0 / 16.2%
28/02 15:29:16 UTC	AISWAPBOT	CZsZxpURuNTC4sZQDB13MnVaKCUH2gUremB65yQjQLr	$91,533	$0.000915	Disabled	N/A	#14	14.4	8.1	$741,484 | 6911.00%	53.86	557	7.59 SOL	0.00%	30.42%	$17,130	76.1 / 9.4%
28/02 15:34:04 UTC	IBIT	FLcbWsTdAwAtnvqFL8YxuoBhudXz2HxexPYMMCehS3dt	$72,027	$0.0720	Disabled	100%	#12	24.8	5.7	$410,918 | 4204.00%	2.73	530	4.20 SOL	0.00%	25.71%	$13,905	66.2 / 8.9%
28/02 18:27:12 UTC	BITCORN	7AvxZDtP2RfrhcDAVDTuEi9gVZqguBpqKSrUKFSZHES5	$40,665	$0.0000407	Disabled	N/A	#0	0	6.4	$258,979	0.92	395	0.99 SOL	0.00%	44.96%	$9,866	44.7 / 12.2%
28/02 23:42:41 UTC	MAMA	7wV27VMUySSc7rJ8XjV6e7ASwJEBZagMwxHZTLyENZQx	$108,288	$0.000108	Disabled	100%🔥	Not Trending	0	3.7	$397,044 | 4630.00%	3.60	479	0.41 SOL	0.00%	33.04%	$21,892	93.5 / 10.1%
28/02 22:10:16 UTC	Unga Bunga	7w4MCj3qAjZtiJBeALrNiS8Gu3QGm9Yqq7tguDrshBkb	$70,847	$0.000708	Disabled	100%	#13	17.2	11.9	$841,514 | 5948.00%	11.04	241	1.17 SOL	0.29%	53.87%	$12,451	52.9 / 8.8%
29/02 04:25:03 UTC	BUDGIE	EmqCgAbfNzMfasJBe8yJ5CbSXeQa4UmG27nDTnXYEX2s	$29,616	$0.00000296	Disabled	100%🔥	#0	0	46.8	$1,385,602 | 1704.00%	8.64	633	3.31 SOL	0.00%	32.40%	$10,106	41.0 / 17.1%
29/02 07:51:52 UTC	$Kermit	9BsLFZ8VmfXFyFF5tdQTJJ5PXWDAp7rqwM2BWCFwQVJd	$33,621	$0.00336	Disabled	N/A	#0	0	2.4	$79,754	4.51	208	42.01 SOL	0.00%	32.52%	$9,284	37.1 / 13.8%
29/02 08:29:15 UTC	STARKNOT	46vjVmEYe1UYgAQa4v8D4Fofve1874vGnp4upGmEsxDv	$227,218	$0.0000227	Disabled	100%🔥	Not Trending	0	0.1	$30,560 | 84.77%	7.57	1002	1.88 SOL	0.01%	37.26%	$18,850	73.1 / 4.2%
29/02 12:49:17 UTC	$Cycloge	CgwQKwCzR2DCvAY5hgrABqv24thTwWEcUeX3M11pnLjn	$209,933	$0.0000210	Disabled	N/A	#12	20.4	1.0	$215,000 | 492.00%	5.6	366	0.41 SOL	0.00%	28.23%	$19,347	75.1 / 4.6%
29/02 13:03:16 UTC	dogewifhat	GYf7CrygREjYsPTeaCe8xE3PyYorP1ENZYUpKdyszsNo	$65,666	$0.00657	Disabled	100%	#5	30	12.6	$829,742 | 2886.00%	4.0	528	0.00 SOL	0.00%	27.84%	$14,206	53.7 / 11.1%
29/02 14:37:52 UTC	Dogewifcoin	DacL2T8jLf68QQyktBqP6n8coa8QfTELfArYwokm74PV	$191,842	$0.00278	Disabled	100%	#8	20	4.0	$765,237 | 9423.00%	1.7	615	35.98 SOL	0.00%	40.45%	$28,699	102.1 / 7.8%
29/02 14:49:31 UTC	MSFT	66y3tTwi2UkSb2H6frcqyTGzD6YtEXdz3avQjWBo3e1	$56,947	$0.000569	Disabled	100%	#2	24.8	10.4	$591,461 | 6099.00%	5.1	453	2.01 SOL	2.97%	33.71%	$13,719	51.4 / 12.2%
29/02 15:15:54 UTC	DARKMAGA	FuiPa8bhrkP3REGqQtWDm97QxAZzDwTrqpRBGaWteCRn	$25,814	$0.0000258	Disabled	100%🔥	#0	0	12.9	$332,435 | 3343.00%	2.8	416	0.52 SOL	0.00%	30.05%	$9,155	34.8 / 17.7%
29/02 17:27:16 UTC	shibwifhat	Ge5z2816zLXm5RYvLooJqY6f22uQpy9CkxQwpJt1wVDx	$401,542	$0.000402	Disabled	100%	#13	15.2	11.5	$4,635,479	10.3	1598	2.14 SOL	0.00%	24.56%	$52,865	204.6 / 6.6%
29/02 18:12:39 UTC	$666	38VXp8q8ozCVvt9bSbMVomc7ebfUy6JrWWToP5Tui3jP	$52,956	$0.000794	Disabled	N/A	#0	0	2.4	$125,399	55.3	244	5.92 SOL	0.00%	30.03%	$12,561	48.8 / 11.8%
29/02 18:16:18 UTC	stonkswifhat	CEfk1LHaA4juUqZhbeuHVtq2M4n5odwqSUm8fjbUobBo	$21,980	$0.0000220	Disabled	100%🔥	#0	0	11.6	$254,729 | 1890.00%	3.5	252	4.53 SOL	1.00%	44.92%	$5,255	20.4 / 11.9%
29/02 19:12:03 UTC	Sonic The Frog	FkEGFS6A27rXSMVZ7ocsA9bbZjEFZu8MjHWuojcQQQwn	$130,456	$0.0000655	Disabled	100%🔥	#3	30.8	4.0	$517,400 | 2824.00%	22.1	464	4.20 SOL	0.00%	19.90%	$27,317	104.8 / 10.4%
29/02 21:24:52 UTC	CHAD	E3FTQitNTiit2KMUzddRMrSkv7eTDjZDNmLcXBP53rBN	$39,280	$0.0000393	Disabled	100%	#6	31.2	11.1	$436,923 | 3501.00%	3.7	371	0.82 SOL	4.00%	31.71%	$11,678	46.0 / 14.8%
01/03 02:55:29 UTC	BRONK	EbZyvKoeGR8CMtFsox4XNdMNkJtPrEA4JyHhJ19VDvqz	$104,229	$0.000104	Disabled	100%	#6	27.6	4.1	$423,332 | 10467.00%	2.0	491	1.32 SOL	0.00%	37.88%	$19,542	73.0 / 9.4%
01/03 02:56:40 UTC	$Mango	BW3TE5umGAjAbZLtCK6HGRSNVNYfP4VGdZBj8XAtzFoN	$20,763	$0.0000208	Disabled	N/A	#0	0	10.2	$211,593	1.3	239	0.58 SOL	4.25%	54.16%	$6,114	22.8 / 14.7%
01/03 02:59:29 UTC	$PIF	8vRnnknwERunJEEDtEFoxzaxbxGnEY61FPbx8uTVKsUD	$996,189	$0.0000144	Disabled	N/A	Not Trending	0	0.5	$510,255 | 289.00%	9.7	1475	0.02 SOL	0.00%	31.29%	$120,007	447.7 / 6.0%
01/03 03:42:32 UTC	DogePepe	9GND9dGreCFcLFThb85Cp98sMZD12MYMYoaHFEXjtZrg	$29,409	$0.0000294	Disabled	100%	#14	13.6	3.1	$91,568 | 2698.00%	1.6	256	2.94 SOL	4.00%	39.82%	$10,159	37.6 / 17.3%
01/03 05:53:17 UTC	SOLCADE	7vuhsRQ2gE4WPv37qegBKu8PcWHxDb5rQ6fQKkDfUghF	$255,938	$0.256	Disabled	100%🔥	Not Trending	0	4.2	$1,066,149 | 27529.00%	11.9	537	3.90 SOL	1.00%	53.32%	$29,413	109.7 / 5.7%
01/03 06:04:41 UTC	MyroWifHat	FLKtRpDyRpSbswWUUxG1HCU5674cRAK96SX7h67jfPSu	$195,602	$0.000196	Disabled	100%	#13	22.4	5.3	$1,029,560 | 18854.00%	27.0	629	8.73 SOL	0.00%	18.99%	$27,416	102.1 / 7.0%
01/03 06:28:28 UTC	NWIF	3Paqefwh2FDFpusytkFk6dRszDPd5yJKcJZf5yanMBgq	$24,311	$0.0243	Disabled	100%	#10	18.8	7.9	$192,305 | 1106.00%	6.5	240	4.20 SOL	0.00%	31.11%	$8,472	31.7 / 17.4%
01/03 11:11:30 UTC	Shibu Inu	HWT3SpnFiqMJKoCvLLyTxDLiLaYMrd6fKGQEykjQAeD8	$148,690	$0.0353	Disabled	100%	#3	38.8	3.1	$460,661 | 9222.00%	10.6	601	3.37 SOL	0.00%	36.97%	$22,264	82.9 / 7.5%
01/03 13:45:52 UTC	babydogwifhat	GEySUHyUnzTy9iXkf5AsRod19sKthqpudqbetFJvDBHq	$128,352	$0.00128	Disabled	N/A	#18	8.4	3.1	$392,614 | 3484.00%	0.57	443	1.51 SOL	0.00%	33.19%	$25,997	96.5 / 10.1%
01/03 14:16:41 UTC	BOTMAN	8JdZbn72DhVXbfjNQtAPV4Dc8rdDBqo92dyJAu11gdU3	$137,418	$0.000137	Disabled	N/A	#2	29.6	8.0	$1,094,578 | 5178.00%	3.77	754	0.56 SOL	0.00%	26.30%	$27,270	102.0 / 9.9%
01/03 15:39:29 UTC	GPU Inu	6AjB9gafah5aBBsogmxmLyeQkrRDejKzxETxJzRRKF1H	$607,487	$0.0000607	Disabled	N/A	#9	22.8	3.6	$2,183,104 | 2958.00%	4.43	397	9.18 SOL	0.00%	59.20%	Raydium GPUINU/SOL $54,208	206.0 / 4.5%
01/03 19:11:28 UTC	The Akatsuki	EUGboegmvatJmZkea32TeFHiALWjdjAfroFGmDMTgjv1	$48,004	$0.0000480	Disabled	100%	#5	30	6.7	$323,252 | 5254.00%	10.96	437	0.31 SOL	4.00%	25.93%	Raydium AKATSUKI/SOL $13,592	51.3 / 14.1%
