Token	Adress	ATH	Market_Cap	ATH_was	Alert_posted
$PORKY	0x886ba6361ae9260e3b52e73ea6b76de0a7e383b1	8.8x	$947,527	a few seconds ago	an hour ago
$PORKY	0x886ba6361ae9260e3b52e73ea6b76de0a7e383b1	10.0x	$1,081,282	a few seconds ago	an hour ago
$PORKY	0x886ba6361ae9260e3b52e73ea6b76de0a7e383b1	11.5x	$1,240,243	a few seconds ago	an hour ago
$PORKY	0x886ba6361ae9260e3b52e73ea6b76de0a7e383b1	14.3x	$1,541,001	a few seconds ago	an hour ago
$WORK	0x5cad41154ad9e0a45c3c75bd1853e73452424fb2	6.2x	$442,142	a few seconds ago	2 days ago
$WORK	0x5cad41154ad9e0a45c3c75bd1853e73452424fb2	7.1x	$509,060	a few seconds ago	2 days ago
$PORK2.0	0xa1e6dac59ad985957a752ca03f8d00ee8142c352	2.5	$255,516	a few seconds ago	a minute ago
$SHERPA	0x2ad443d87db62145a566cc26c47c1bd263061da1	3.3x	$159,754	a few seconds ago	22 minutes ago
AMC	0xb005a9e32dc50622a9bb373be2a3ff5e71f9fe5a	3.6x	$118,100	a few seconds ago	an hour ago
$PANDORA2.0	0x3f4d5fa72878ab1a3651662300eefe4dfc4e071b	4.6x	$220,460	a few seconds ago	12 minutes ago
$PANDORA2.0	0x3f4d5fa72878ab1a3651662300eefe4dfc4e071b	5.7	$277,493	a few seconds ago	14 minutes ago
$PANDORA2.0	0x3f4d5fa72878ab1a3651662300eefe4dfc4e071b	6.3	$306,339	a few seconds ago	15 minutes ago
$PANDORA2.0	0x3f4d5fa72878ab1a3651662300eefe4dfc4e071b	7.0	$339,754	a few seconds ago	18 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	9.4	$645,398	a few seconds ago	13 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	10.8x	$735,309	a few seconds ago	13 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	11.8x	$806,607	a few seconds ago	14 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	12.2x	$834,940	a few seconds ago	16 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	16.1x	$1,102,227	a few seconds ago	21 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	19.1x	$1,309,165	a few seconds ago	23 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	20.9x	$1,432,431	a few seconds ago	26 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	24.8x	$1,698,752	a few seconds ago	28 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	26.6x	$1,817,252	a few seconds ago	29 minutes ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	32.2x	$2,199,890	a few seconds ago	an hour ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	40.1x	$2,741,140	a few seconds ago	an hour ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	41.0x	$2,803,482	a few seconds ago	an hour ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	44.5x	$3,042,865	a few seconds ago	an hour ago
$puppies	0xcf91b70017eabde82c9671e30e5502d312ea6eb2	47.3x	$3,232,970	a few seconds ago	an hour ago
$BIDEN	8UJdcKUjMBG31piB8RHVG8kyBE2yWh8o6Z72oo6gcpA	12.9x	$1,070,407	a few seconds ago	2 hours ago
$BIDEN	8UJdcKUjMBG31piB8RHVG8kyBE2yWh8o6Z72oo6gcpA	13.8x	$1,143,507	a few seconds ago	2 hours ago
$BIDEN	8UJdcKUjMBG31piB8RHVG8kyBE2yWh8o6Z72oo6gcpA	14.2x	$1,177,682	a few seconds ago	2 hours ago
$BIDEN	8UJdcKUjMBG31piB8RHVG8kyBE2yWh8o6Z72oo6gcpA	14.16x	$748,132	12/02 06:45:02 UTC	12/02 06:45:02 UTC
DB	EcJfvAT2woV6MG5EThHEENS3T2nRKcofuavb9k2nUGmn	2.1x	$45,920	a few seconds ago	24 minutes ago
$BIDEN	8UJdcKUjMBG31piB8RHVG8kyBE2yWh8o6Z72oo6gcpA	14.16x	$527,182	12/02 07:30:03 UTC	12/02 07:30:03 UTC
$BIDEN	8UJdcKUjMBG31piB8RHVG8kyBE2yWh8o6Z72oo6gcpA	14.16x	$641,914	12/02 08:30:02 UTC	12/02 08:30:02 UTC
$PEPE	FDqp7ioPenKRzQqseFv84kxDMUT83CX1qZxgDTQDkwT2	493.0x	$11,112,124	a few seconds ago	2 days ago
$WAGMI	B3D9bMJCrLfmvULWTMm86K49c7XfDQzHSk5Fh7EfoRZ4	23.58x	$340,116	12/02 09:00:03 UTC	12/02 09:00:03 UTC
$FLOKI	3wvQnM6Aqtnq4sXHjpoVQsUvcyxk2R9FUzvcSfednLdj	2.1x	$97,643	a few seconds ago	4 minutes ago
$FLOKI	3wvQnM6Aqtnq4sXHjpoVQsUvcyxk2R9FUzvcSfednLdj	2.96x	$68,486	12/02 09:45:03 UTC	12/02 09:45:03 UTC
$FLOKI	3wvQnM6Aqtnq4sXHjpoVQsUvcyxk2R9FUzvcSfednLdj	2.96x	$23,979	12/02 10:00:03 UTC	12/02 10:00:03 UTC
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	2.0x	$168,246	a few seconds ago	an hour ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	1.92x	$223,911		$172,029
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	1.92x	$172,029		
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	1.92x	$143,739	12/02 11:00:02 UTC	12/02 11:00:02 UTC
$DOGE	GSRfP51U8nChz5SEQMAXb1vj9k9Sobug3w9AcqPzn3rq	4.4x	$473,774	a few seconds ago	a day ago
$PEPE	FDqp7ioPenKRzQqseFv84kxDMUT83CX1qZxgDTQDkwT2	510.8x	$11,514,599	a few seconds ago	2 days ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.1x	$354,462	a few seconds ago	4 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.45x	$453,297	12/02 11:45:03 UTC	12/02 11:45:03 UTC
$DOGE	GSRfP51U8nChz5SEQMAXb1vj9k9Sobug3w9AcqPzn3rq	5.3x	$573,606	a few seconds ago	a day ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.55x	$425,833	12/02 12:00:04 UTC	12/02 12:00:04 UTC
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.97x	$395,082		
$DOGE	GSRfP51U8nChz5SEQMAXb1vj9k9Sobug3w9AcqPzn3rq	6.0x	$647,448	a few seconds ago	a day ago
ETHEREUM	BixBef5q8cdvAp3U5For6mNAHsFRYK9eyfiamofezZg9	2.5	$76,673	a few seconds ago	2 minutes ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.97x	$376,678		$172,029
$FLOKI	3wvQnM6Aqtnq4sXHjpoVQsUvcyxk2R9FUzvcSfednLdj	3.1x	$140,464	a few seconds ago	3 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.97x	$294,005	12/02 12:45:02 UTC	12/02 12:45:02 UTC
XRP	B5mcPxGPcc1rfZM9B9VrvgefgkX1Q7tRRmSLWXkqjWgs	2.0x	$67,664	a few seconds ago	14 minutes ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.97x	$333,327	12/02 13:00:03 UTC	12/02 13:00:03 UTC
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	2.97x	$376,099	Date and Time	$172,029
XRP	B5mcPxGPcc1rfZM9B9VrvgefgkX1Q7tRRmSLWXkqjWgs	3.4x	$114,643	a few seconds ago	36 minutes ago
$FLOKI	3wvQnM6Aqtnq4sXHjpoVQsUvcyxk2R9FUzvcSfednLdj	4.2x	$189,980	a few seconds ago	5 hours ago
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	1.57x	$732,958	12/02 14:15:03 UTC	12/02 14:15:03 UTC
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	1.57x	$809,961		
$PEPE	FDqp7ioPenKRzQqseFv84kxDMUT83CX1qZxgDTQDkwT2	579.6x	$13,063,690	a few seconds ago	2 days ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	3.0x	$522,999	a few seconds ago	7 hours ago
$PEPE	FDqp7ioPenKRzQqseFv84kxDMUT83CX1qZxgDTQDkwT2	650.0x	$14,650,683	a few seconds ago	2 days ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	4.1x	$704,479	a few seconds ago	7 hours ago
$FLOKI	3wvQnM6Aqtnq4sXHjpoVQsUvcyxk2R9FUzvcSfednLdj	5.2x	$235,155	a few seconds ago	6 hours ago
$FLOKI	3wvQnM6Aqtnq4sXHjpoVQsUvcyxk2R9FUzvcSfednLdj	6.0x	$274,704	a few seconds ago	6 hours ago
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	1.57x	$809,961	12/02 15:15:03 UTC	12/02 15:15:03 UTC
PEPE	FDqp7ioPenKRzQqseFv84kxDMUT83CX1qZxgDTQDkwT2	779.6x	$17,573,415	a few seconds ago	2 days ago
$MIM	G33s1LiUADEBLzN5jL6ocSXqrT2wsUq9W6nZ8o4k1b4L	14.34x	$1,509,108		
$PEPE	FDqp7ioPenKRzQqseFv84kxDMUT83CX1qZxgDTQDkwT2	815.0x	$18,371,572	a few seconds ago	2 days ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	5.0x	$861,967	a few seconds ago	8 hours ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	3.1x	$257,458	a few seconds ago	6 hours ago
$MIM	G33s1LiUADEBLzN5jL6ocSXqrT2wsUq9W6nZ8o4k1b4L	14.34x	$1,627,242	12/02 15:45:02 UTC	$372,839
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	6.2x	$1,059,631	a few seconds ago	8 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	7.3x	$1,257,436	a few seconds ago	8 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	8.1x	$1,394,991	a few seconds ago	8 hours ago
$GROK	4SXXJCazvyDB2wa7QpNbgeefQxykRcNMzkRbaHMCN7BH	2.2x	$423,216	a few seconds ago	an hour ago
$MIM	G33s1LiUADEBLzN5jL6ocSXqrT2wsUq9W6nZ8o4k1b4L	14.34x	$1,658,119	12/02 16:00:03 UTC	12/02 16:00:03 UTC
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	4.0x	$329,998	a few seconds ago	7 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	9.3x	$1,597,671	a few seconds ago	8 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	15.1x	$2,602,270	a few seconds ago	8 hours ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	5.0x	$412,530	a few seconds ago	7 hours ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	5.41x	$503,391	12/02 16:15:02 UTC	12/02 16:15:02 UTC
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	16.6x	$2,860,496	a few seconds ago	8 hours ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	6.3x	$519,356	a few seconds ago	7 hours ago
$GIGGA	5MxzNCv2jLsesbQLbrfTeqBTSwoZu7dJQqBJmvkKDabi	2.0x	$228,120	a few seconds ago	12 minutes ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	7.4x	$609,992	a few seconds ago	7 hours ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	9.0x	$740,554	a few seconds ago	7 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	16.63x	$1,861,985	12/02 16:30:04 UTC	12/02 16:30:04 UTC
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	10.7x	$885,851	a few seconds ago	7 hours ago
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	16.63x	$1,620,568	12/02 16:45:02 UTC	$172,029
$SHIB	5MBBsoCVddAuF8XixvCcXNbHAw6WfpZ8WyTKMmczxxRN	16.63x	$2,384,676	12/02 17:00:03 UTC	12/02 17:00:03 UTC
KERMIT	HAeLHPqpdL3ZhnpnV7mf8EE1DjMw8DarhSLeJAVuMu37	2.1x	$81,788	a few seconds ago	an hour ago
$GIGGA	5MxzNCv2jLsesbQLbrfTeqBTSwoZu7dJQqBJmvkKDabi	2.14x	$113,116		
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	11.1x	$913,677	a few seconds ago	9 hours ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	12.3x	$1,014,259	a few seconds ago	9 hours ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	14.2x	$1,173,767	a few seconds ago	9 hours ago
$JOE	D6q8ZzCrUiafwN8m5egM6hR8QMdQscfs7ssUdqTPfaeh	2.1x	$154,248	a few seconds ago	14 minutes ago
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	14.5x	$718,994	12/02 19:00:03 UTC	12/02 19:00:03 UTC
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	14.5x	$572,951	12/02 19:15:02 UTC	12/02 19:15:02 UTC
$DOGE	etg47tBNbrh74atYUcCMrrbkHcrHj9Bm9cpXhCSJWGt	14.5x	$564,981	12/02 19:30:02 UTC	12/02 19:30:02 UTC
BITCOIN	3tLddurKXDeTN5vbKMbhTj9W9TYujMbKWZPYV1dJUSK9	2.0x	$3,418,250	a few seconds ago	11 minutes ago
XRP	B5mcPxGPcc1rfZM9B9VrvgefgkX1Q7tRRmSLWXkqjWgs	4.5x	$149,887	a few seconds ago	8 hours ago
XRP	B5mcPxGPcc1rfZM9B9VrvgefgkX1Q7tRRmSLWXkqjWgs	5.2x	$174,556	a few seconds ago	8 hours ago
$BITCOIN	3tLddurKXDeTN5vbKMbhTj9W9TYujMbKWZPYV1dJUSK9	2.12x	$2,323,857	12/02 21:45:02 UTC	12/02 21:45:02 UTC
XRP	B5mcPxGPcc1rfZM9B9VrvgefgkX1Q7tRRmSLWXkqjWgs	6.5x	$219,199	a few seconds ago	9 hours ago
SPYRO	0x6d7497751656618fc38cfb5478994a20f7e235df	2.0x	$994,740	a few seconds ago	an hour ago
XRP	B5mcPxGPcc1rfZM9B9VrvgefgkX1Q7tRRmSLWXkqjWgs	7.1x	$236,733	a few seconds ago	10 hours ago
$BITCOIN	3tLddurKXDeTN5vbKMbhTj9W9TYujMbKWZPYV1dJUSK9	2.12x	$1,853,181	12/02 22:15:02 UTC	12/02 22:15:02 UTC
CARDANO	4wmCNsaBG8Ca25eA2jmdDAd98wS9KDGALEgRB8TRqmqQ	2.3x	$179,433	a few seconds ago	13 minutes ago
$BITCOIN	3tLddurKXDeTN5vbKMbhTj9W9TYujMbKWZPYV1dJUSK9	2.12x	$1,686,997	12/02 23:00:02 UTC	12/02 23:00:02 UTC
$DOGELON	A1EuYiZMaPVvTX22zfGrqCXQuBKBR6Zph9eHaHK8ZHpj	2.1x	$95,661	a few seconds ago	13 minutes ago
$DOGELON	A1EuYiZMaPVvTX22zfGrqCXQuBKBR6Zph9eHaHK8ZHpj	3.1x	$143,470	a few seconds ago	25 minutes ago
$BITCOIN	3tLddurKXDeTN5vbKMbhTj9W9TYujMbKWZPYV1dJUSK9	2.12x	$1,723,231	13/02 00:15:03 UTC	13/02 00:15:03 UTC
PEPE	FDqp7ioPenKRzQqseFv84kxDMUT83CX1qZxgDTQDkwT2	815.03x	$8,647,738	13/02 02:45:02 UTC	13/02 02:45:02 UTC
$BBETS	7qT8bnegxN9v7qnNXNZwALAKJ2PUGkkAnzKvheMHqjs9	1.02x	$65,717	13/02 06:15:02 UTC	7qT8bnegxN9v7qnNXNZwALAKJ2PUGkkAnzKvheMHqjs9
$BBETS	7qT8bnegxN9v7qnNXNZwALAKJ2PUGkkAnzKvheMHqjs9	1.02x	$30,957	13/02 06:45:02 UTC	$82,319
$SHEB	0x6930450a416252c7206fbce76c01ecc850a36cb9	2.0x	$208,363	a few seconds ago	5 hours ago
$SHEB	0x6930450a416252c7206fbce76c01ecc850a36cb9	3.6x	$368,387	a few seconds ago	7 hours ago
$FEG	Hg7DVir41mUXRqJrSLryemDm5AbfvonXtSpgHfATNGZV	1.65x	$29,224	13/02 10:00:02 UTC	N/A
$SHEB	0x6930450a416252c7206fbce76c01ecc850a36cb9	4.5x	$468,642	a few seconds ago	7 hours ago
$SHEB	0x6930450a416252c7206fbce76c01ecc850a36cb9	5.3x	$548,003	a few seconds ago	7 hours ago
$SHEB	0x6930450a416252c7206fbce76c01ecc850a36cb9	6.1x	$629,099	a few seconds ago	8 hours ago
$SAFEMOON	AeBrpES8GE9c8XsPdtAYyHZJbsm6F8HDeihiMo73a3Br	2.0x	$307,027	a few seconds ago	an hour ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	2.1x	$70,691	a few seconds ago	3 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	3.3x	$111,344	a few seconds ago	3 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	4.5x	$150,442	a few seconds ago	3 hours ago
$CATFISH	AcY6RWuWKM5NU7BeSE4c4zQxBZpyU7pTLNF3g5DTWUC2	2.0x	$1,641,225	a few seconds ago	5 days ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	5.5x	$183,111	a few seconds ago	4 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	6.8x	$227,149	a few seconds ago	4 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	7.5x	$249,698	a few seconds ago	4 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	9.7x	$324,577	a few seconds ago	4 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	10.0x	$335,668	a few seconds ago	4 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	12.6x	$421,773	a few seconds ago	4 hours ago
JESUS	Hk3TBQZhRKkg9c9Wur3MyYPb1g7xm9iLgW3SYt6ysP8K	13.1x	$437,082	a few seconds ago	4 hours ago
🫵😹	Bhds5E9STVmrHvfXrAwsVVdN5jPiD1MdKFANDczbZ1Df	2.2	$187,212	a few seconds ago	an hour ago
$SOCKS	3L8gL3sJ79LGQokWN8qPGwMNLYFBgSwkujb3bMZTPrLV	2.1x	$191,649	a few seconds ago	10 minutes ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	2.1x	$70,624	a few seconds ago	6 minutes ago
$🫵😹	Bhds5E9STVmrHvfXrAwsVVdN5jPiD1MdKFANDczbZ1Df	2.26x	$56,426	13/02 15:15:02 UTC	13/02 15:15:02 UTC
$🫵😹	Bhds5E9STVmrHvfXrAwsVVdN5jPiD1MdKFANDczbZ1Df	2.26x	$85,994	13/02 15:30:02 UTC	13/02 15:30:02 UTC
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	3.2x	$107,799	a few seconds ago	34 minutes ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	4.4x	$147,956	a few seconds ago	41 minutes ago
$🫵😹	Bhds5E9STVmrHvfXrAwsVVdN5jPiD1MdKFANDczbZ1Df	2.26x	$33,410	13/02 15:45:03 UTC	13/02 15:45:03 UTC
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	5.1x	$171,857	a few seconds ago	44 minutes ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	6.5x	$218,565	a few seconds ago	an hour ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	7.0x	$238,528	a few seconds ago	an hour ago
$🫵😹	Bhds5E9STVmrHvfXrAwsVVdN5jPiD1MdKFANDczbZ1Df	2.26x	$85,994	13/02 16:15:02 UTC	13/02 16:15:02 UTC
$🫵😹	Bhds5E9STVmrHvfXrAwsVVdN5jPiD1MdKFANDczbZ1Df	2.26x	$85,994		13/02 16:30:03 UTC
$🫵😹	Bhds5E9STVmrHvfXrAwsVVdN5jPiD1MdKFANDczbZ1Df	2.26x	$15,055	13/02 16:45:02 UTC	13/02 16:45:02 UTC
PEPA	5q9ReGYiM6hJwLpWDYDMazDSVX6rkwmaVFKvcBsDHEii	1.04x	$217,536		13/02 17:00:03 UTC
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	8.3x	$280,595	a few seconds ago	2 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	10.0x	$339,165	a few seconds ago	2 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	11.2x	$379,919	a few seconds ago	2 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	12.2x	$413,248	a few seconds ago	2 hours ago
EARF	Dp3gXCfY6RAByqhDDSTebEChhQQZzyutuJjdgTX5yvZw	2.4x	$131,708	a few seconds ago	6 minutes ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	14.6x	$495,082	a few seconds ago	3 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	17.2x	$582,168	a few seconds ago	3 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	20.5x	$692,887	a few seconds ago	3 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	21.8x	$739,235	a few seconds ago	3 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	24.3x	$822,862	a few seconds ago	3 hours ago
$PEPA	5q9ReGYiM6hJwLpWDYDMazDSVX6rkwmaVFKvcBsDHEii	1.26x	$217,536	13/02 17:45:03 UTC	13/02 17:45:03 UTC
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	25.2x	$854,016	a few seconds ago	3 hours ago
$PEPA	5q9ReGYiM6hJwLpWDYDMazDSVX6rkwmaVFKvcBsDHEii	2.1x	$447,607	a few seconds ago	2 hours ago
SPYRO	0x6d7497751656618fc38cfb5478994a20f7e235df	3.1x	$1,489,074	a few seconds ago	a day ago
EARF	Dp3gXCfY6RAByqhDDSTebEChhQQZzyutuJjdgTX5yvZw	3.2x	$173,963	a few seconds ago	an hour ago
$PEPA	5q9ReGYiM6hJwLpWDYDMazDSVX6rkwmaVFKvcBsDHEii	3.0x	$657,051	a few seconds ago	3 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	26.0x	$881,013	a few seconds ago	5 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	29.2x	$989,659	a few seconds ago	5 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	31.5x	$1,067,292	a few seconds ago	6 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	32.5x	$1,101,848	a few seconds ago	6 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	35.3x	$1,194,185	a few seconds ago	6 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	38.3x	$1,297,610	a few seconds ago	6 hours ago
PLANK	DVuaDuQdPZ6H49inC2Xoyx7BpLAAJTPPChSfHuGpy8X4	39.1x	$1,322,875	a few seconds ago	6 hours ago
$PEPA	5q9ReGYiM6hJwLpWDYDMazDSVX6rkwmaVFKvcBsDHEii	3.02x	$217,536	13/02 21:00:03 UTC	13/02 21:00:03 UTC
$TONK	BJhxkPJW4p8MMaY4eiFePMT6tVzQ8cz5Bf4Qnym7cq8	1.3x	$225,550	13/02 21:30:03 UTC	13/02 21:30:03 UTC
$LANDWOLF	GLKfgrHnRRXEjCbevVwzy6WH2NQWKPVkfJfEqxtC1tVB	2.2	$51,272	a few seconds ago	a minute ago
$TONK	BJhxkPJW4p8MMaY4eiFePMT6tVzQ8cz5Bf4Qnym7cq8	1.3x	$189,750	13/02 21:45:02 UTC	13/02 21:45:02 UTC
$LANDWOLF	GLKfgrHnRRXEjCbevVwzy6WH2NQWKPVkfJfEqxtC1tVB	3.5	$79,823	a few seconds ago	10 minutes ago
$LANDWOLF	GLKfgrHnRRXEjCbevVwzy6WH2NQWKPVkfJfEqxtC1tVB	5.5x	$125,338	a few seconds ago	12 minutes ago
$LANDWOLF	GLKfgrHnRRXEjCbevVwzy6WH2NQWKPVkfJfEqxtC1tVB	5.45x	$101,053	13/02 22:00:02 UTC	13/02 22:00:02 UTC
$HPWIF	EnCdYGeoVN4tEeh1CCRu7bVShLK5HL3kPGg7hCRVhjZg	2.0x	$78,196	a few seconds ago	9 minutes ago
$HPWIF	EnCdYGeoVN4tEeh1CCRu7bVShLK5HL3kPGg7hCRVhjZg	3.3x	$129,505	a few seconds ago	14 minutes ago
$HPWIF	EnCdYGeoVN4tEeh1CCRu7bVShLK5HL3kPGg7hCRVhjZg	4.1x	$160,235	a few seconds ago	19 minutes ago
$HPWIF	EnCdYGeoVN4tEeh1CCRu7bVShLK5HL3kPGg7hCRVhjZg	4.73x	$130,787	14/02 00:00:03 UTC	14/02 00:00:03 UTC
$HAT	5GaWQuwkXxXVHWHXdZc33qzAhfVRoZGUhz8ueqkqNNkD	2.1x	$77,068	a few seconds ago	5 minutes ago
